Number,Pathogen_Target,Latrine_ID,City,Depth,Depth_pathogen_presence,Top_from_same_latrine,Bottom_from_same_latrine,Middle_from_same_latrine,Top_Bot_combined_detections,Top_Mid_combined_detections,Bot_Mid_combined_detections,All_3_depths_detected,Only_2_depths_detected,Only_1_depth_detected,None_no_depths_detected,HH_population,shared_latrine,pit_type,ever_emptied,water_source,toilet_paper,latrine_age_years
13,YERS_1,16,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
14,CDIF,16,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
15,EAEC,16,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,9,1,slab,yes,compound,paper,7
16,EPEC,16,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
17,ETEC,16,Mzuzu,Top,1,1,0,1,1,2,1,0,1,0,0,9,1,slab,yes,compound,paper,7
18,STEC,16,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
19,NORO,16,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,9,1,slab,yes,compound,paper,7
20,SAPV,16,Mzuzu,Top,1,1,1,0,2,1,1,0,1,0,0,9,1,slab,yes,compound,paper,7
21,CAMP,16,Mzuzu,Top,0,0,0,1,0,1,1,0,0,1,0,9,1,slab,yes,compound,paper,7
2,AD4X_1,16,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,9,1,slab,yes,compound,paper,7
3,ASLU_1,16,Mzuzu,Middle,0,1,1,0,2,1,1,0,1,0,0,9,1,slab,yes,compound,paper,7
4,ASTR_1,16,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,9,1,slab,yes,compound,paper,7
5,CRPA_1,16,Mzuzu,Middle,0,0,1,0,1,0,1,0,0,1,0,9,1,slab,yes,compound,paper,7
6,EIES_1,16,Mzuzu,Middle,1,0,0,1,0,1,1,0,0,1,0,9,1,slab,yes,compound,paper,7
7,ENHI_1,16,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
8,GIAR_1,16,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,9,1,slab,yes,compound,paper,7
9,ROTA_1,16,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
10,SALS_1,16,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
11,TRTR_1,16,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
13,YERS_1,16,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
14,CDIF,16,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
15,EAEC,16,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,9,1,slab,yes,compound,paper,7
16,EPEC,16,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
17,ETEC,16,Mzuzu,Middle,1,1,0,1,1,2,1,0,1,0,0,9,1,slab,yes,compound,paper,7
18,STEC,16,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
19,NORO,16,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,9,1,slab,yes,compound,paper,7
20,SAPV,16,Mzuzu,Middle,0,1,1,0,2,1,1,0,1,0,0,9,1,slab,yes,compound,paper,7
21,CAMP,16,Mzuzu,Middle,1,0,0,1,0,1,1,0,0,1,0,9,1,slab,yes,compound,paper,7
2,AD4X_1,16,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,9,1,slab,yes,compound,paper,7
3,ASLU_1,16,Mzuzu,Bottom,1,1,1,0,2,1,1,0,1,0,0,9,1,slab,yes,compound,paper,7
4,ASTR_1,16,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,9,1,slab,yes,compound,paper,7
5,CRPA_1,16,Mzuzu,Bottom,1,0,1,0,1,0,1,0,0,1,0,9,1,slab,yes,compound,paper,7
6,EIES_1,16,Mzuzu,Bottom,0,0,0,1,0,1,1,0,0,1,0,9,1,slab,yes,compound,paper,7
7,ENHI_1,16,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
8,GIAR_1,16,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,9,1,slab,yes,compound,paper,7
9,ROTA_1,16,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
10,SALS_1,16,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
11,TRTR_1,16,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
13,YERS_1,16,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
14,CDIF,16,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
15,EAEC,16,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,9,1,slab,yes,compound,paper,7
16,EPEC,16,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
17,ETEC,16,Mzuzu,Bottom,0,1,0,1,1,2,1,0,1,0,0,9,1,slab,yes,compound,paper,7
18,STEC,16,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
19,NORO,16,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,9,1,slab,yes,compound,paper,7
20,SAPV,16,Mzuzu,Bottom,1,1,1,0,2,1,1,0,1,0,0,9,1,slab,yes,compound,paper,7
21,CAMP,16,Mzuzu,Bottom,0,0,0,1,0,1,1,0,0,1,0,9,1,slab,yes,compound,paper,7
12,VTOX_1,17,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
2,AD4X_1,17,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
3,ASLU_1,17,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,6,1,slab,yes,compound,Water,11
4,ASTR_1,17,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,6,1,slab,yes,compound,Water,11
5,CRPA_1,17,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
6,EIES_1,17,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
7,ENHI_1,17,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
8,GIAR_1,17,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,6,1,slab,yes,compound,Water,11
9,ROTA_1,17,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,6,1,slab,yes,compound,Water,11
10,SALS_1,17,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
11,TRTR_1,17,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
13,YERS_1,17,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
14,CDIF,17,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
15,EAEC,17,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,6,1,slab,yes,compound,Water,11
16,EPEC,17,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,6,1,slab,yes,compound,Water,11
17,ETEC,17,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,6,1,slab,yes,compound,Water,11
18,STEC,17,Mzuzu,Top,0,0,1,0,1,0,1,0,0,1,0,6,1,slab,yes,compound,Water,11
19,NORO,17,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,6,1,slab,yes,compound,Water,11
20,SAPV,17,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
21,CAMP,17,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
2,AD4X_1,17,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
3,ASLU_1,17,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,6,1,slab,yes,compound,Water,11
4,ASTR_1,17,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,6,1,slab,yes,compound,Water,11
5,CRPA_1,17,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
6,EIES_1,17,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
7,ENHI_1,17,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
8,GIAR_1,17,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,6,1,slab,yes,compound,Water,11
9,ROTA_1,17,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,6,1,slab,yes,compound,Water,11
10,SALS_1,17,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
11,TRTR_1,17,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
12,VTOX_1,17,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
13,YERS_1,17,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
14,CDIF,17,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
15,EAEC,17,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,6,1,slab,yes,compound,Water,11
16,EPEC,17,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,6,1,slab,yes,compound,Water,11
17,ETEC,17,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,6,1,slab,yes,compound,Water,11
18,STEC,17,Mzuzu,Middle,0,0,1,0,1,0,1,0,0,1,0,6,1,slab,yes,compound,Water,11
19,NORO,17,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,6,1,slab,yes,compound,Water,11
20,SAPV,17,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
21,CAMP,17,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
2,AD4X_1,17,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
3,ASLU_1,17,Mzuzu,Bottom,1,0,1,1,1,1,2,0,1,0,0,6,1,slab,yes,compound,Water,11
4,ASTR_1,17,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,6,1,slab,yes,compound,Water,11
5,CRPA_1,17,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
6,EIES_1,17,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
7,ENHI_1,17,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
8,GIAR_1,17,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,6,1,slab,yes,compound,Water,11
9,ROTA_1,17,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,6,1,slab,yes,compound,Water,11
10,SALS_1,17,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
11,TRTR_1,17,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
13,YERS_1,17,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
14,CDIF,17,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
15,EAEC,17,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,6,1,slab,yes,compound,Water,11
16,EPEC,17,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,6,1,slab,yes,compound,Water,11
17,ETEC,17,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,6,1,slab,yes,compound,Water,11
18,STEC,17,Mzuzu,Bottom,1,0,1,0,1,0,1,0,0,1,0,6,1,slab,yes,compound,Water,11
19,NORO,17,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,6,1,slab,yes,compound,Water,11
20,SAPV,17,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
21,CAMP,17,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
12,VTOX_1,17,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,1,slab,yes,compound,Water,11
2,AD4X_1,18,Mzuzu,Top,1,1,1,0,2,1,1,0,1,0,0,3,1,slab,no,compound,paper,0.083
3,ASLU_1,18,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,3,1,slab,no,compound,paper,0.083
4,ASTR_1,18,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,3,1,slab,no,compound,paper,0.083
5,CRPA_1,18,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
6,EIES_1,18,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,3,1,slab,no,compound,paper,0.083
7,ENHI_1,18,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
8,GIAR_1,18,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,3,1,slab,no,compound,paper,0.083
9,ROTA_1,18,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
10,SALS_1,18,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
11,TRTR_1,18,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
13,YERS_1,18,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
14,CDIF,18,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
15,EAEC,18,Mzuzu,Top,1,1,0,1,1,2,1,0,1,0,0,3,1,slab,no,compound,paper,0.083
16,EPEC,18,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
17,ETEC,18,Mzuzu,Top,1,1,1,0,2,1,1,0,1,0,0,3,1,slab,no,compound,paper,0.083
18,STEC,18,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
19,NORO,18,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,3,1,slab,no,compound,paper,0.083
20,SAPV,18,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,3,1,slab,no,compound,paper,0.083
21,CAMP,18,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
2,AD4X_1,18,Mzuzu,Middle,0,1,1,0,2,1,1,0,1,0,0,3,1,slab,no,compound,paper,0.083
3,ASLU_1,18,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,3,1,slab,no,compound,paper,0.083
4,ASTR_1,18,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,3,1,slab,no,compound,paper,0.083
5,CRPA_1,18,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
6,EIES_1,18,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,3,1,slab,no,compound,paper,0.083
7,ENHI_1,18,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
8,GIAR_1,18,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,3,1,slab,no,compound,paper,0.083
9,ROTA_1,18,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
10,SALS_1,18,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
11,TRTR_1,18,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
13,YERS_1,18,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
14,CDIF,18,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
15,EAEC,18,Mzuzu,Middle,1,1,0,1,1,2,1,0,1,0,0,3,1,slab,no,compound,paper,0.083
16,EPEC,18,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
17,ETEC,18,Mzuzu,Middle,0,1,1,0,2,1,1,0,1,0,0,3,1,slab,no,compound,paper,0.083
18,STEC,18,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
19,NORO,18,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,3,1,slab,no,compound,paper,0.083
20,SAPV,18,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,3,1,slab,no,compound,paper,0.083
21,CAMP,18,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
2,AD4X_1,18,Mzuzu,Bottom,1,1,1,0,2,1,1,0,1,0,0,3,1,slab,no,compound,paper,0.083
3,ASLU_1,18,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,3,1,slab,no,compound,paper,0.083
4,ASTR_1,18,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,3,1,slab,no,compound,paper,0.083
5,CRPA_1,18,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
6,EIES_1,18,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,3,1,slab,no,compound,paper,0.083
7,ENHI_1,18,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
8,GIAR_1,18,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,3,1,slab,no,compound,paper,0.083
9,ROTA_1,18,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
10,SALS_1,18,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
11,TRTR_1,18,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
13,YERS_1,18,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
14,CDIF,18,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
15,EAEC,18,Mzuzu,Bottom,0,1,0,1,1,2,1,0,1,0,0,3,1,slab,no,compound,paper,0.083
16,EPEC,18,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
17,ETEC,18,Mzuzu,Bottom,1,1,1,0,2,1,1,0,1,0,0,3,1,slab,no,compound,paper,0.083
18,STEC,18,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
19,NORO,18,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,3,1,slab,no,compound,paper,0.083
20,SAPV,18,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,3,1,slab,no,compound,paper,0.083
21,CAMP,18,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
12,VTOX_1,18,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
12,VTOX_1,18,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
12,VTOX_1,18,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,3,1,slab,no,compound,paper,0.083
2,AD4X_1,19,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
3,ASLU_1,19,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
4,ASTR_1,19,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
5,CRPA_1,19,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
6,EIES_1,19,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
7,ENHI_1,19,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
8,GIAR_1,19,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
9,ROTA_1,19,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
10,SALS_1,19,Mzuzu,Top,0,0,0,1,0,1,1,0,0,1,0,15,1,slab,no,compound,paper,1
11,TRTR_1,19,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
13,YERS_1,19,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
14,CDIF,19,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
15,EAEC,19,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
16,EPEC,19,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
17,ETEC,19,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
18,STEC,19,Mzuzu,Top,0,0,1,0,1,0,1,0,0,1,0,15,1,slab,no,compound,paper,1
19,NORO,19,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
20,SAPV,19,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
21,CAMP,19,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
2,AD4X_1,19,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
3,ASLU_1,19,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
4,ASTR_1,19,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
5,CRPA_1,19,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
6,EIES_1,19,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
7,ENHI_1,19,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
8,GIAR_1,19,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
9,ROTA_1,19,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
10,SALS_1,19,Mzuzu,Middle,1,0,0,1,0,1,1,0,0,1,0,15,1,slab,no,compound,paper,1
11,TRTR_1,19,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
13,YERS_1,19,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
14,CDIF,19,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
15,EAEC,19,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
16,EPEC,19,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
17,ETEC,19,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
18,STEC,19,Mzuzu,Middle,0,0,1,0,1,0,1,0,0,1,0,15,1,slab,no,compound,paper,1
19,NORO,19,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
20,SAPV,19,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
21,CAMP,19,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
2,AD4X_1,19,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
3,ASLU_1,19,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
4,ASTR_1,19,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
5,CRPA_1,19,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
6,EIES_1,19,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
7,ENHI_1,19,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
8,GIAR_1,19,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
9,ROTA_1,19,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
10,SALS_1,19,Mzuzu,Bottom,0,0,0,1,0,1,1,0,0,1,0,15,1,slab,no,compound,paper,1
11,TRTR_1,19,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
13,YERS_1,19,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
14,CDIF,19,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
15,EAEC,19,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
16,EPEC,19,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
17,ETEC,19,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
18,STEC,19,Mzuzu,Bottom,1,0,1,0,1,0,1,0,0,1,0,15,1,slab,no,compound,paper,1
19,NORO,19,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
20,SAPV,19,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
21,CAMP,19,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,1,slab,no,compound,paper,1
12,VTOX_1,19,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
12,VTOX_1,19,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
